segment_id_original,start_seconds,end_seconds,speaker_cluster,raw_text,hearing_id,date,title,input_path,input_format,segment_index,segment_id,n_words,duration_seconds,start_timestamp,end_timestamp
77,198.043,204.427,SPEAKER_12,"All in favor of the motion for Mr. Stump to serve as the presiding chairman of the hearing, signify by saying aye.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,77,h1_2025_12_03_s00077,22,6.383999999999986,00:03:18.043,00:03:24.427
78,204.447,204.567,SPEAKER_12,Aye.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,78,h1_2025_12_03_s00078,1,0.12000000000000455,00:03:24.447,00:03:24.567
79,205.588,206.208,SPEAKER_12,"Opposed, no.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,79,h1_2025_12_03_s00079,2,0.6200000000000045,00:03:25.588,00:03:26.208
80,206.228,207.629,SPEAKER_12,The ayes have it.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,80,h1_2025_12_03_s00080,4,1.400999999999982,00:03:26.228,00:03:27.629
81,207.689,211.151,SPEAKER_12,"Mr. Stump, if you would come up and take charge of the meeting, please.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,81,h1_2025_12_03_s00081,14,3.4620000000000175,00:03:27.689,00:03:31.151
82,240.773,241.513,SPEAKER_25,"Hello, everyone.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,82,h1_2025_12_03_s00082,2,0.7400000000000091,00:04:00.773,00:04:01.513
83,245.616,246.376,SPEAKER_25,Thank you again.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,83,h1_2025_12_03_s00083,3,0.7599999999999909,00:04:05.616,00:04:06.376
84,246.396,263.166,SPEAKER_25,"The last time we were in this room a few months back, many months back, we were talking about the carbon dioxide lines, and I much appreciated running that meeting, and I thank you for asking me, board members, to run this one.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,84,h1_2025_12_03_s00084,43,16.77000000000001,00:04:06.396,00:04:23.166
85,264.026,266.187,SPEAKER_25,"As you can tell, I have a little bit of a cold tonight.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,85,h1_2025_12_03_s00085,13,2.1610000000000014,00:04:24.026,00:04:26.187
86,266.528,267.428,SPEAKER_25,"You will not get it, sir.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,86,h1_2025_12_03_s00086,6,0.8999999999999773,00:04:26.528,00:04:27.428
87,270.161,273.984,SPEAKER_25,First thing I'd like to do is an intro.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,87,h1_2025_12_03_s00087,10,3.822999999999979,00:04:30.161,00:04:33.984
88,274.584,283.371,SPEAKER_25,"Thank you, Chairman Van Meter, and thank you to my fellow board members for your confidence in asking me to preside over tonight's hearing.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,88,h1_2025_12_03_s00088,25,8.786999999999978,00:04:34.584,00:04:43.371
89,283.391,287.454,SPEAKER_25,I also want to thank all of the presenters that are here this evening.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,89,h1_2025_12_03_s00089,14,4.062999999999988,00:04:43.391,00:04:47.454
90,288.135,298.043,SPEAKER_25,"Every time a presenter gets up here tonight, whether concerned citizens or proponents of this project, I might have them introduce themselves before they start to talk.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,90,h1_2025_12_03_s00090,27,9.908000000000015,00:04:48.135,00:04:58.043
91,298.932,304.816,SPEAKER_25,And I'd like to thank as well every member of the public who took the time to attend.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,91,h1_2025_12_03_s00091,19,5.883999999999958,00:04:58.932,00:05:04.816
92,305.356,308.258,SPEAKER_25,Your participation is an important part of this process.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,92,h1_2025_12_03_s00092,9,2.901999999999987,00:05:05.356,00:05:08.258
93,308.918,316.783,SPEAKER_25,"I know that many board members and many members of our community have questions about this project, this proposed project.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,93,h1_2025_12_03_s00093,20,7.865000000000009,00:05:08.918,00:05:16.783
94,317.183,326.188,SPEAKER_25,"Tonight we'll give residents the opportunity to hear directly from the developer, from the opponents of the project, and from our professional staff.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,94,h1_2025_12_03_s00094,24,9.004999999999995,00:05:17.183,00:05:26.188
95,327.112,332.173,SPEAKER_25,OUR HOPE IS THAT THESE PRESENTATIONS WILL HELP ADDRESS THE QUESTIONS AND CONCERNS THAT HAVE BEEN RAISED.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,95,h1_2025_12_03_s00095,17,5.060999999999979,00:05:27.112,00:05:32.173
96,332.853,335.454,SPEAKER_25,TONIGHT'S HEARING WILL FOLLOW A STRUCTURED SCHEDULE.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,96,h1_2025_12_03_s00096,8,2.600999999999999,00:05:32.853,00:05:35.454
97,336.154,341.936,SPEAKER_25,"WE WILL BEGIN WITH A 30-MINUTE PRESENTATION FROM CYRUS I, FOLLOWED BY A BOARD MEMBER QUESTION VARIANT.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,97,h1_2025_12_03_s00097,18,5.781999999999982,00:05:36.154,00:05:41.936
98,342.796,352.338,SPEAKER_25,"AFTER THAT, THE COALITION FOR THE SPRINGFIELD UTILITY FUTURE WILL PROVIDE THEIR 30-MINUTE PRESENTATION, AND AGAIN, FOLLOWED BY QUESTIONS FROM THE BOARD.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,98,h1_2025_12_03_s00098,23,9.54200000000003,00:05:42.796,00:05:52.338
99,353.38,358.643,SPEAKER_25,County staff and subject matter experts will then give their presentation and take board questions.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,99,h1_2025_12_03_s00099,15,5.262999999999977,00:05:53.380,00:05:58.643
100,359.463,366.046,SPEAKER_25,"At the conclusion of these presentations, we will move into public comment, where each speaker will have three minutes.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,100,h1_2025_12_03_s00100,19,6.58299999999997,00:05:59.463,00:06:06.046
101,366.967,375.831,SPEAKER_25,"I want to remind everyone that only recognized speakers, whether they're presenters, board members, or members of the public, should be speaking at any given time.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,101,h1_2025_12_03_s00101,27,8.864000000000033,00:06:06.967,00:06:15.831
102,376.611,382.254,SPEAKER_25,Please allow them to be heard clearly without interruption in a respectful environment,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,102,h1_2025_12_03_s00102,13,5.643000000000029,00:06:16.611,00:06:22.254
103,382.86,390.405,SPEAKER_25,"just like we had at the carbon dioxide lines, will allow us to work through the information before us in a constructive manner.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,103,h1_2025_12_03_s00103,23,7.544999999999959,00:06:22.860,00:06:30.405
104,391.085,399.09,SPEAKER_25,I think it's important that we all listen closely to the presentations as your questions may very well be addressed during these sessions.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,104,h1_2025_12_03_s00104,24,8.004999999999995,00:06:31.085,00:06:39.090
105,400.311,406.695,SPEAKER_25,"So if you were going to come up and say something, everything that you were going to ask may be answered already.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,105,h1_2025_12_03_s00105,22,6.3840000000000146,00:06:40.311,00:06:46.695
106,407.622,432.329,SPEAKER_25,many of you will remember that the twenty twenty three public hearing on the carbon dioxide pipeline that was a long night with many strong opinions that the community showed patients and respect throughout that process i hope we can maintain that same level of civility this evening and i also want to remind uh... the people and uh... the developers and everyone here tonight that has an interest on either side of this project,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,106,h1_2025_12_03_s00106,75,24.706999999999994,00:06:47.622,00:07:12.329
107,434.719,437.901,SPEAKER_25,And there was people that were asking for a moratorium.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,107,h1_2025_12_03_s00107,10,3.1820000000000164,00:07:14.719,00:07:17.901
108,438.461,449.087,SPEAKER_25,"Well, there's going to be basically a de facto moratorium anyway because of the lengthy part of this process, the large scope of the process, and you'll hear more about that tonight.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,108,h1_2025_12_03_s00108,34,10.625999999999976,00:07:18.461,00:07:29.087
109,449.627,457.192,SPEAKER_25,But there's still probably going to be a couple more county board meetings before we even vote for this as county board members.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,109,h1_2025_12_03_s00109,24,7.564999999999998,00:07:29.627,00:07:37.192
110,457.732,463.395,SPEAKER_25,There's going to be a couple more zoning meetings at the county building before we even vote.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,110,h1_2025_12_03_s00110,18,5.662999999999954,00:07:37.732,00:07:43.395
111,463.933,464.593,SPEAKER_25,this project.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,111,h1_2025_12_03_s00111,2,0.660000000000025,00:07:43.933,00:07:44.593
112,464.954,475.5,SPEAKER_25,There's going to be a couple more Zoning Board of Appeals meetings and that's the group of five that will send the County Board the recommendation of a yes or no to the project.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,112,h1_2025_12_03_s00112,36,10.545999999999992,00:07:44.954,00:07:55.500
113,476.12,486.706,SPEAKER_25,And at any of those six that I just told you about the public can come up or any group can come up that signs up and talk and say what they want to say about the project one way or another.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,113,h1_2025_12_03_s00113,42,10.586000000000013,00:07:56.120,00:08:06.706
114,487.447,490.489,SPEAKER_25,Then there will be a final County Board meeting and,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,114,h1_2025_12_03_s00114,10,3.041999999999973,00:08:07.447,00:08:10.489
115,491.878,515.442,SPEAKER_25,will also be a final zoning board of appeals meeting and that will be our final vote but normally on these zoning issues things will carry or they'll go a month or two and that's it this one here it may it may get out into the light spring area here but not sure yet i just wanted to let you know that for anyone that wanted a moratorium or thought that they needed more time,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,115,h1_2025_12_03_s00115,78,23.56400000000002,00:08:11.878,00:08:35.442
116,516.124,526.694,SPEAKER_25,"As always, these big projects work themselves out, and you will get plenty of time to say whatever it is that you want to say to the full county board at any time.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,116,h1_2025_12_03_s00116,33,10.569999999999936,00:08:36.124,00:08:46.694
117,527.995,533.601,SPEAKER_25,"Is there any county board members that have any questions before I go into the itinerary, how we do this?",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,117,h1_2025_12_03_s00117,20,5.6059999999999945,00:08:47.995,00:08:53.601
118,538.565,540.367,SPEAKER_25,"Okay, where are the water stations at?",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,118,h1_2025_12_03_s00118,7,1.8019999999999072,00:08:58.565,00:09:00.367
119,541.512,568.603,SPEAKER_25,everyone in this room if you need water there's water stations at both sides of this room over here and uh... so under the first thing as you see board members under exhibit one the roll call rules welcome the very first thing we're going to do is the cyrus one presentation but when they give their presentation here it's going to be for thirty minutes up to thirty minutes and then we're going to have a thirty minute,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,119,h1_2025_12_03_s00119,83,27.091000000000008,00:09:01.512,00:09:28.603
120,569.949,599.503,SPEAKER_25,board member question from the sanguine county board members only when they do do this each board member can be recognized up to two times and in them two times five minutes will go by and that's your time and the people that you're talking about are asking the questions to together so if both times add up to the five minutes we have to move on to the next board member just so that for the public knows,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,120,h1_2025_12_03_s00120,81,29.554000000000087,00:09:29.949,00:09:59.503
121,599.853,601.353,SPEAKER_25,There's 29 of us up here.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,121,h1_2025_12_03_s00121,7,1.5,00:09:59.853,00:10:01.353
122,601.433,605.954,SPEAKER_25,"So with these four different sessions, it's hard to regulate that sometimes.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,122,h1_2025_12_03_s00122,13,4.520999999999958,00:10:01.433,00:10:05.954
123,605.994,607.754,SPEAKER_25,But we seem to get it done.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,123,h1_2025_12_03_s00123,7,1.759999999999991,00:10:05.994,00:10:07.754
